Tipo,Operación,Precio,Administración,Niveles,Habitaciones,Baños,Parqueaderos,Área Construida,Área Lote,Barrio,Estrato,Ciudad
Bodega,Arriendo,6300000.0,409400.0,1.0,0.0,3.0,3.0,272.0,0.0,Mosquera,3.0,Mosquera
Casa,Venta,900000000.0,,0.0,7.0,4.0,1.0,424.0,300.0,Ceiba II,4.0,Cúcuta
Apartaestudio,Arriendo,1317000.0,283000.0,14.0,1.0,1.0,0.0,3053.0,0.0,San Cristóbal Norte-Usaquén,4.0,Bogotá
Apartaestudio,Arriendo,1317000.0,283000.0,14.0,1.0,1.0,0.0,3053.0,0.0,San Cristóbal Norte-Usaquén,4.0,Bogotá
Apartamento,Venta,250000000.0,237000.0,6.0,2.0,1.0,0.0,3551.0,3551.0,Hayuelos,4.0,Bogotá
Apartamento,Venta,1990000000.0,1265000.0,0.0,3.0,4.0,3.0,222.0,222.0,Colina Campestre,6.0,Bogotá
Apartamento,Arriendo,8162000.0,1265000.0,0.0,3.0,4.0,3.0,222.0,222.0,Colina Campestre,6.0,Bogotá
,,,,,,,,,,,,
Lote,Venta,160000000.0,,0.0,0.0,0.0,0.0,15797.0,15797.0,Bocono,3.0,Cúcuta
Casa,Venta,175000000.0,165000.0,0.0,3.0,2.0,1.0,5975.0,5975.0,Bocono,2.0,Cúcuta
Apartamento,Venta,220000000.0,190000.0,0.0,3.0,2.0,1.0,6074.0,6074.0,Guaimaral,3.0,Cúcuta
Lote,Venta,330000000.0,,0.0,0.0,0.0,0.0,600.0,600.0,"La Floresta, Los Patios",3.0,Los patios
Apartamento,Venta,548000000.0,540500.0,0.0,1.0,2.0,1.0,54.0,0.0,CENTRO INTERNACIONAL,4.0,Bogotá
Apartamento,Arriendo,3100000.0,693000.0,3.0,3.0,3.0,1.0,107.0,0.0,Alhambra,5.0,Bogotá
Apartamento,Arriendo,2000000.0,324000.0,1.0,1.0,1.0,0.0,2098.0,0.0,Antiguo Country,5.0,Bogotá
Casa,Venta,260000000.0,,0.0,3.0,3.0,1.0,85.0,7573.0,Gualanday,3.0,Cúcuta
Casa,Venta,730000000.0,,0.0,9.0,3.0,1.0,146.0,146.0,Colsag,5.0,Cúcuta
Oficina,Venta,125000000.0,194000.0,3.0,0.0,0.0,0.0,145.0,0.0,Pontevedra,4.0,Bogotá
Casa,Arriendo,1900000.0,,0.0,7.0,5.0,2.0,1365.0,1365.0,Niza,4.0,Cúcuta
Apartamento,Arriendo,2300000.0,20000.0,2.0,1.0,1.0,0.0,36.0,36.0,San Felipe-Barrios Unidos,3.0,Bogotá
Apartamento,Arriendo,1450000.0,295000.0,2.0,1.0,1.0,1.0,29.0,29.0,Chapinero Central,4.0,Bogotá
Apartamento,Venta,270000000.0,250000.0,9.0,2.0,1.0,0.0,4043.0,0.0,San Antonio Norte-Usaquén,4.0,Bogotá
Casa,Venta,450000000.0,,2.0,3.0,2.0,1.0,198.0,90.0,Molinos del Zulia,3.0,Pamplona
Apartaestudio,Arriendo,700000.0,,0.0,1.0,1.0,0.0,30.0,30.0,Loma De Bolívar,2.0,Cúcuta
Lote,Venta,150000000.0,,0.0,0.0,0.0,0.0,0.0,90014200.0,centro,2.0,Aquitania
Casa,Venta,1500000000.0,,0.0,4.0,5.0,2.0,313.0,308.0,Calatrava,5.0,Bogotá
Lote,Venta,140000000.0,173000.0,0.0,0.0,0.0,0.0,0.0,400.0,Chinácota,2.0,Chinácota
Casa,Venta,390000000.0,273000.0,0.0,4.0,5.0,1.0,128.0,128.0,El Rosal,4.0,Cúcuta
Apartamento,Venta,230000000.0,80000.0,4.0,1.0,2.0,0.0,4488.0,0.0,Villemar,3.0,Bogotá
Local,Arriendo,10000000.0,,0.0,0.0,1.0,0.0,264.0,264.0,Popular,3.0,Cúcuta
Apartamento,Venta,80000000.0,95000.0,0.0,3.0,1.0,0.0,4181.0,4181.0,Anillo vial Occidental,2.0,Cúcuta
Local,Arriendo,3500000.0,,0.0,0.0,1.0,0.0,100.0,100.0,Colsag,4.0,Cúcuta
Apartaestudio,Arriendo,2950000.0,360000.0,7.0,1.0,1.0,1.0,28.0,0.0,Chico Norte,6.0,Bogotá
Bodega,Arriendo,3800000.0,,0.0,0.0,1.0,0.0,125.0,125.0,Latino,3.0,Cúcuta
Local,Venta,120000000.0,300000.0,0.0,0.0,0.0,0.0,3918.0,3918.0,Centro,3.0,Cúcuta
Apartamento,Arriendo,1900000.0,,4.0,2.0,2.0,1.0,69.0,69.0,San Mateo,2.0,Cúcuta
Casa,Venta,360000000.0,,0.0,3.0,4.0,1.0,240.0,998.0,Villa Antigua,3.0,Villa del rosario
Local,Venta,2000000000.0,,0.0,0.0,2.0,0.0,6239.0,58598.0,Colsag,3.0,Cúcuta
Casa,Venta,405000000.0,,0.0,4.0,4.0,1.0,202.0,93.0,Av. Libertadores,3.0,Cúcuta
Apartamento,Arriendo,700000.0,,3.0,2.0,2.0,0.0,50.0,50.0,CHAPINERO,2.0,Cúcuta
,,,,,,,,250.0,600.0,Atalaya,2.0,Cúcuta
Apartamento,Venta,170000000.0,250000.0,0.0,3.0,1.0,0.0,776.0,776.0,Av. Libertadores,4.0,Cúcuta
,,,,,,,,,,,,
Apartamento,Arriendo,900000.0,,9.0,3.0,2.0,0.0,6443.0,6443.0,Bocono,2.0,Cúcuta
Apartamento,Arriendo,850000.0,,1.0,2.0,2.0,0.0,90.0,90.0,San Eduardo,3.0,Cúcuta
Apartamento,Venta,430000000.0,,0.0,3.0,2.0,2.0,8147.0,8147.0,La Floresta,5.0,Los patios
Apartamento,Venta,115000000.0,,0.0,3.0,1.0,0.0,4363.0,4363.0,ANILLO VIAL OCCIDENTAL,2.0,Cúcuta
Local,Arriendo,7000000.0,,0.0,0.0,2.0,0.0,173.0,90.0,Caobos,3.0,Cúcuta
Lote,Venta,638900000.0,,0.0,0.0,0.0,0.0,0.0,798.0,Bocono,5.0,Cúcuta
Apartamento,Venta,619000000.0,790000.0,5.0,3.0,3.0,2.0,9538.0,0.0,Batán,5.0,Bogotá
Apartamento,Arriendo,1550000.0,159000.0,0.0,1.0,1.0,0.0,35.0,35.0,Antonio Nariño,3.0,Bogotá
Apartamento,Venta,310000000.0,,0.0,3.0,2.0,1.0,657.0,657.0,"Av. Libertadores, Playa Hermosa",4.0,Cúcuta
Casa,Venta,420000000.0,,0.0,4.0,2.0,1.0,84.0,84.0,Capillana,4.0,Cúcuta
Casa,Venta,220000000.0,,0.0,5.0,2.0,3.0,0.0,1881.0,Atalaya,2.0,Cúcuta
Casa,Venta,250000000.0,,0.0,4.0,2.0,0.0,19039.0,19039.0,ATALAYA,3.0,Cúcuta
Casa-local,Arriendo,3000000.0,,0.0,4.0,2.0,0.0,130.0,130.0,Guaimaral,3.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lote,Venta,400000000.0,285000.0,0.0,0.0,0.0,0.0,0.0,500.0,Bocono,5.0,Cúcuta
Apartaestudio,Venta,255000000.0,210000.0,5.0,1.0,1.0,0.0,21.0,21.0,Nicolás De Federmán,4.0,Bogotá
Lote,Venta,175000000.0,,0.0,0.0,0.0,0.0,0.0,238.0,Bocono,5.0,Cúcuta
Lote,Venta,185000000.0,,0.0,0.0,0.0,0.0,0.0,250.0,Bocono,5.0,Cúcuta
Casa,Arriendo,1300000.0,,0.0,3.0,2.0,0.0,120.0,120.0,San Martin,3.0,Cúcuta
Casa,Venta,210000000.0,,0.0,3.0,2.0,0.0,1625.0,1625.0,San Miguel,3.0,Cúcuta
Apartamento,Arriendo,1600000.0,,14.0,2.0,2.0,1.0,48.0,48.0,CORRAL DE PIEDRA,3.0,Cúcuta
Lote,Venta,900000000.0,,0.0,0.0,0.0,0.0,0.0,340.0,El Llano,4.0,Cúcuta
,,,,,,,,,,,,
Apartamento,Venta,250000000.0,,0.0,3.0,3.0,1.0,89.0,89.0,POPULAR,3.0,Cúcuta
Apartaestudio,Arriendo,1295000.0,306000.0,3.0,1.0,1.0,0.0,22.0,22.0,SAN LUIS,4.0,Bogotá
Casa,Venta,185000000.0,154300.0,0.0,2.0,2.0,1.0,9684.0,75.0,La Parada,3.0,Villa del rosario
Casa,Venta,158000000.0,,0.0,4.0,2.0,0.0,10492.0,10492.0,Torcoroma,3.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
Bodega,Venta,1690000000.0,,0.0,3.0,4.0,0.0,430.0,0.0,Jorge Eliécer Gaitán,4.0,Bogotá
Oficina,Arriendo/venta,2900000450000000.0,742000.0,4.0,1.0,2.0,1.0,73.0,0.0,Chico Norte,6.0,Bogotá
Casa,Venta,650000000.0,,0.0,4.0,3.0,1.0,320.0,320.0,Bochalema,4.0,Bochalema
Casa,Venta,130000000.0,,0.0,3.0,1.0,0.0,62.0,8058.0,El Contento,3.0,Cúcuta
Casa,Venta,250000000.0,,0.0,3.0,2.0,1.0,975.0,0.0,Aniversario II,3.0,Cúcuta
Oficina,Arriendo,1800000.0,658000.0,0.0,1.0,1.0,1.0,60.0,0.0,Porciuncula,4.0,Bogotá
Casa,Venta,350000000.0,165000.0,0.0,2.0,3.0,1.0,5944.0,649.0,Sabana de Los Trapiches,3.0,Villa del rosario
Apartamento,Venta,650000000.0,200000.0,2.0,3.0,2.0,2.0,10273.0,0.0,La Soledad-Teusaquillo,4.0,Bogotá
Oficina,Arriendo,3600000.0,918000.0,5.0,0.0,1.0,1.0,64.0,64.0,CHICO,4.0,Bogotá
Apartamento,Venta,225000000.0,180000.0,8.0,2.0,1.0,0.0,32.0,0.0,El Toberín,3.0,Bogotá
Local,Arriendo,3085000.0,,0.0,0.0,0.0,0.0,626.0,626.0,Centro,3.0,Cúcuta
Local,Arriendo,2800000.0,,0.0,0.0,1.0,0.0,45.0,45.0,Caobos,4.0,Cúcuta
Local,Venta,60000000.0,220000.0,0.0,0.0,1.0,0.0,1215.0,1215.0,Centro,3.0,Cúcuta
Apartamento,Arriendo,1650000.0,,7.0,3.0,2.0,1.0,57.0,57.0,Prados Del Este,3.0,Cúcuta
Casa,Venta,900000000.0,,0.0,4.0,2.0,2.0,12823.0,1645.0,Villa Magdala-Usaquén,4.0,Bogotá
Local,Arriendo,10000000.0,,0.0,0.0,1.0,0.0,200.0,200.0,Barrio Blanco,5.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Apartamento,Venta,650000000.0,829000.0,5.0,3.0,3.0,2.0,89.0,0.0,El Contador-Usaquén,5.0,Bogotá
Lote,Venta,400000000.0,,0.0,0.0,0.0,0.0,0.0,1255.0,Pamplonita,2.0,Pamplonita
Oficina,Arriendo,6100000.0,1201500.0,7.0,2.0,3.0,3.0,123.0,0.0,VIRREY,5.0,Bogotá
Casa,Venta,1450000000.0,,3.0,21.0,3.0,0.0,2917.0,128.0,Santa Teresita-Teusaquillo,4.0,Bogotá
Casa,Venta,810000000.0,,0.0,7.0,3.0,5.0,2228.0,2228.0,La Europa,3.0,Bogotá
,,,,,,,,,,,,
Apartamento,Venta,515000000.0,305000.0,0.0,3.0,2.0,1.0,82.0,0.0,Colina Norte,4.0,Bogotá
Apartamento,Venta,625000000.0,727000.0,5.0,3.0,3.0,1.0,101.0,0.0,Chico Norte,6.0,Bogotá
Apartamento,Arriendo,2800000.0,,0.0,3.0,3.0,2.0,128.0,128.0,Bellavista,3.0,Los patios
Local,Arriendo,1000000.0,,0.0,0.0,1.0,0.0,50.0,50.0,Lleras Restrepo,3.0,Cúcuta
Apartamento,Arriendo,3100000.0,,3.0,3.0,3.0,2.0,139.0,139.0,Bellavista,3.0,Los patios
,,,,,,,,,,,,
Apartamento,Arriendo,1680000.0,,0.0,3.0,2.0,1.0,5707.0,5707.0,Prados Del Este,3.0,Cúcuta
Casa,Venta,4500000000.0,,0.0,12.0,17.0,6.0,12504.0,12504.0,Vereda Corozal,3.0,Los patios
,,,,,,,,,,,,
Apartamento,Venta,320000000.0,370000.0,0.0,3.0,2.0,1.0,657.0,657.0,"Av. Libertadores, Playa Hermosa",4.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Apartamento,Venta,260000000.0,480650.0,0.0,3.0,3.0,1.0,668.0,668.0,Urbanización Bella Vista,5.0,Los patios
Oficina,Arriendo,4000000.0,,1.0,0.0,1.0,1.0,53.0,53.0,NORMANDIA,4.0,Bogotá
Local,Arriendo,14500000.0,,0.0,0.0,5.0,0.0,400.0,400.0,Quinta Vélez,3.0,Cúcuta
Casa,Venta,460000000.0,70000.0,0.0,4.0,4.0,1.0,1575.0,1575.0,Barrio  Juana Paula,3.0,Los patios
Casa,Venta,519900000.0,,0.0,8.0,3.0,1.0,300.0,98.0,Las Flores-Suba,2.0,Bogotá
,,,,,,,,,,,,
Casa,Venta,180000000.0,40000.0,0.0,3.0,2.0,1.0,4964.0,4964.0,Villa del Rosario - La Palmita,2.0,Villa del rosario
Casa,Arriendo/venta,7.35000016e+16,1290700.0,0.0,3.0,5.0,3.0,222.0,983.0,Vereda Chuntame,5.0,Cajicá
Apartamento,Venta,285000000.0,160000.0,6.0,3.0,2.0,0.0,5014.0,0.0,Villa Alsacia,3.0,Bogotá
Oficina,Arriendo,3050400.0,832900.0,0.0,0.0,1.0,1.0,41.0,0.0,Santa Bárbara,5.0,Bogotá
Casa,Arriendo,3100000.0,,0.0,3.0,5.0,2.0,220.0,1503.0,Lomitas,4.0,Villa del rosario
Casa,Venta,1000000000.0,,0.0,6.0,3.0,4.0,350.0,350.0,Colsag,4.0,Cúcuta
,,,,,,,,,,,,
Comercial (casa para comercio),Arriendo,10000000.0,,0.0,15.0,15.0,0.0,556.0,556.0,CENTRO,3.0,Funza
Casa,Venta,380000000.0,220000.0,0.0,4.0,4.0,2.0,142.0,10536.0,Ceiba II,4.0,Cúcuta
Apartamento,Venta,240000000.0,320000.0,0.0,2.0,1.0,1.0,569.0,569.0,Colsag,4.0,Cúcuta
Lote,Venta,140000000.0,238479.0,0.0,0.0,0.0,0.0,0.0,200.0,Bocono,4.0,Villa del rosario
Apartamento,Arriendo,868000.0,132000.0,5.0,3.0,2.0,0.0,67.0,5903.0,La paz,3.0,Zipaquirá
Oficina,Venta,180000000.0,220000.0,0.0,0.0,1.0,0.0,3148.0,3148.0,LA PLAYA,3.0,Cúcuta
Apartamento,Venta,470000000.0,350000.0,3.0,2.0,2.0,1.0,100.0,9525.0,Bella Suiza-Usaquén,4.0,Bogotá
Local,Arriendo,2600000.0,,0.0,0.0,1.0,0.0,20.0,20.0,Marly,4.0,Bogotá
Casa,Venta,1480000000.0,,3.0,4.0,4.0,2.0,178.0,178.0,San Cipriano,3.0,Bogotá
Apartamento,Venta,370000000.0,386000.0,0.0,3.0,2.0,1.0,66.0,0.0,La Española,3.0,Bogotá
Casa,Venta,190000000.0,,0.0,2.0,2.0,1.0,88.0,96.0,Nuevo Escobal,3.0,Cúcuta
Edificio,Venta,2600000000.0,,0.0,26.0,26.0,0.0,970.0,300.0,Quinta Oriental,4.0,Cúcuta
Local,Venta,265000000.0,889000.0,0.0,0.0,0.0,0.0,2671.0,2671.0,Prados Del Norte,4.0,Cúcuta
Apartamento,Arriendo,800000.0,,2.0,2.0,2.0,0.0,80.0,80.0,El Contento,3.0,Cúcuta
Apartamento,Arriendo,3750000.0,,1.0,3.0,5.0,2.0,200.0,165.0,Colsag,4.0,Cúcuta
Oficina,Arriendo,3260000.0,540000.0,3.0,0.0,3.0,0.0,160.0,0.0,Los Héroes,5.0,Bogotá
Apartamento,Venta,220000000.0,372000.0,0.0,3.0,2.0,1.0,729.0,729.0,"Los Colorados, Los Patios",3.0,Los patios
Apartamento,Arriendo,1300000.0,,0.0,2.0,2.0,1.0,57.0,57.0,Prados Del Este,2.0,Cúcuta
Apartamento,Arriendo,1500000.0,,3.0,3.0,2.0,1.0,9114.0,9114.0,El Llano,3.0,Cúcuta
Apartamento,Arriendo,2000000.0,,3.0,3.0,3.0,2.0,759.0,759.0,Bellavista,6.0,Los patios
Apartamento,Arriendo,1321800.0,273000.0,5.0,1.0,1.0,0.0,39.0,0.0,Chapinero Central,4.0,Bogotá
Casa,Venta,950000000.0,290000.0,0.0,3.0,4.0,2.0,280.0,850.0,Villa del Rosario,3.0,Villa del rosario
Lote,Venta,620000000.0,,0.0,0.0,0.0,0.0,2754.0,2754.0,"La Libertad, Bellavista",3.0,Cúcuta
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Apartamento,Arriendo,1800000.0,,3.0,2.0,2.0,1.0,101.0,101.0,Caobos,4.0,Cúcuta
Local,Arriendo,3000000.0,,0.0,0.0,0.0,0.0,26.0,26.0,Prados Del Norte,4.0,Cúcuta
Apartamento,Venta,180000000.0,180000.0,0.0,3.0,2.0,0.0,4767.0,4767.0,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,90000000.0,90000.0,0.0,3.0,1.0,0.0,4206.0,4206.0,Molinos Del Norte,2.0,Cúcuta
,,,,,,,,,,,,
Casa,Venta,230000000.0,148000.0,0.0,3.0,3.0,1.0,5642.0,368.0,Bocono,3.0,Villa del rosario
Casa,Venta,210000000.0,,0.0,3.0,1.0,1.0,102.0,102.0,Villa del Rosario,3.0,Villa del rosario
Apartamento,Venta,295000000.0,400000.0,0.0,3.0,2.0,1.0,731.0,731.0,AV. LIBERTADORES,4.0,Cúcuta
Local,Venta,850000000.0,,0.0,0.0,1.0,0.0,250.0,250.0,Comuneros,2.0,Cúcuta
Local,Venta,750000000.0,,0.0,0.0,1.0,0.0,192.0,192.0,Juan Atalaya -  Natilan,3.0,Cúcuta
Apartamento,Venta,350000000.0,800000.0,0.0,5.0,4.0,2.0,196.0,196.0,Barrio Blanco,4.0,Cúcuta
Apartamento,Arriendo,3800000.0,563000.0,2.0,2.0,2.0,2.0,80.0,0.0,Nueva Autopista-Usaquén,5.0,Bogotá
Local,Venta,480000000.0,,0.0,0.0,1.0,0.0,6627.0,6627.0,Centro,3.0,Cúcuta
Apartamento,Venta,180000000.0,,6.0,1.0,1.0,0.0,42.0,42.0,Bravo Páez,3.0,Bogotá
Apartamento,Arriendo,1800000.0,,0.0,2.0,2.0,0.0,120.0,0.0,San Antonio Sur,3.0,Bogotá
Apartamento,Venta,250000000.0,268200.0,0.0,3.0,3.0,1.0,685.0,685.0,Av. Libertadores,3.0,Cúcuta
Apartamento,Venta,230000000.0,200000.0,0.0,3.0,2.0,1.0,68.0,68.0,Guaimaral,3.0,Cúcuta
Casa,Venta,260000000.0,230000.0,0.0,3.0,3.0,1.0,704.0,672.0,Bocono,3.0,Cúcuta
Local,Arriendo,1000000.0,,0.0,0.0,1.0,0.0,15.0,15.0,Prados Del Este,3.0,Cúcuta
Casa,Venta,800000000.0,,0.0,6.0,2.0,2.0,2463.0,208.0,Mariscal Sucre,3.0,Bogotá
Local,Arriendo,585000.0,,0.0,0.0,0.0,0.0,9.0,9.0,Loma De Bolívar,3.0,Cúcuta
Apartamento,Venta,540000000.0,222000.0,7.0,2.0,2.0,1.0,80.0,0.0,Riomar,5.0,Barranquilla
,,,,,,,,,,,,
Apartamento,Arriendo,1300000.0,,12.0,3.0,2.0,1.0,68.0,68.0,Guaimaral,3.0,Cúcuta
Casa,Arriendo,1400000.0,,0.0,3.0,4.0,1.0,140.0,73.0,"Los Patios, La Sabana",3.0,Los patios
Consultorio,Venta,360000000.0,557400.0,4.0,3.0,1.0,1.0,40.0,0.0,Bella Suiza-Usaquén,5.0,Bogotá
Apartamento,Arriendo,1500000.0,,2.0,2.0,2.0,1.0,4508.0,4508.0,La Riviera,4.0,Cúcuta
Apartaestudio,Arriendo,2900000.0,400000.0,5.0,1.0,1.0,1.0,30.0,0.0,RINCON DEL CHICO,6.0,Bogotá
Apartamento,Venta,195000000.0,291000.0,0.0,3.0,2.0,1.0,921.0,921.0,El Rosal,4.0,Cúcuta
Casa,Venta,1200000000.0,,0.0,6.0,2.0,2.0,3513.0,3639.0,Mariscal Sucre,3.0,Bogotá
Apartamento,Venta,470000000.0,998000.0,3.0,2.0,2.0,1.0,79.0,0.0,Santa Barbara Central-Usaquén,6.0,Bogotá
Casa,Venta,800000000.0,,0.0,6.0,4.0,3.0,230.0,156.0,Santa Isabel,3.0,Bogotá
Casa,Venta,750000000.0,,0.0,5.0,3.0,2.0,220.0,0.0,ESPINALITO,4.0,Fusagasugá
Apartamento,Arriendo,1350000.0,146400.0,4.0,3.0,2.0,0.0,57.0,0.0,PIO XII,3.0,Bogotá
Casa,Venta,110000000.0,,0.0,5.0,2.0,0.0,1812.0,1812.0,San Miguel,2.0,Cúcuta
Oficina,Arriendo,11000000.0,1300000.0,7.0,0.0,0.0,2.0,100.0,0.0,Chico Norte,6.0,Bogotá
Casa,Arriendo,1250000.0,,0.0,3.0,3.0,1.0,110.0,6418.0,TRAPICHES,3.0,Villa del rosario
Casa,Venta,140000000.0,45000.0,0.0,6.0,3.0,2.0,180.0,124.0,Villa del Rosario,3.0,Villa del rosario
,,,,,,,,,,,,
Casa,Venta,620000000.0,206000.0,0.0,3.0,3.0,1.0,148.0,198.0,Fontanar,5.0,Fusagasugá
Apartamento,Venta,170000000.0,,0.0,4.0,1.0,0.0,96.0,96.0,Guaimaral,3.0,Cúcuta
Oficina,Venta,105000000.0,218500.0,0.0,0.0,0.0,0.0,14.0,14.0,Pasadena,4.0,Bogotá
Apartamento,Venta,375000000.0,130000.0,3.0,3.0,2.0,0.0,73.0,0.0,Los Rosales,6.0,Bogotá
Local,Arriendo,2000000.0,,0.0,0.0,1.0,0.0,30.0,30.0,Ciudad Jardín,3.0,Cúcuta
Casalote,Venta,960000000.0,,0.0,5.0,3.0,1.0,335.0,384.0,Suba Centro,3.0,Bogotá
Casa,Venta,1350000000.0,,0.0,6.0,4.0,3.0,297.0,243.0,Pasadena,5.0,Bogotá
,,,,,,,,,,,,
Bodega,Arriendo,3500000.0,,1.0,0.0,1.0,0.0,166.0,196.0,El Luján,3.0,Bogotá
Casa,Venta,700000000.0,545000.0,0.0,3.0,3.0,4.0,12134.0,1245.0,Villa Del Rosario,3.0,Villa del rosario
Apartaestudio,Arriendo,1350000.0,390000.0,7.0,1.0,1.0,0.0,22.0,22.0,QUINTA PAREDES,4.0,Bogotá
Apartaestudio,Arriendo,1350000.0,390000.0,7.0,1.0,1.0,0.0,22.0,22.0,QUINTA PAREDES,4.0,Bogotá
Casa,Venta,550000000.0,,0.0,6.0,5.0,0.0,296.0,200.0,Atalaya - Los Almendros,2.0,Cúcuta
Apartamento,Venta,460000000.0,,3.0,4.0,2.0,0.0,110.0,110.0,Teusaquillo-Teusaquillo,4.0,Bogotá
Apartamento,Venta,240000000.0,612749.0,0.0,3.0,2.0,1.0,101.0,101.0,BARRIO BLANCO,4.0,Cúcuta
Oficina,Arriendo,1500000.0,,2.0,0.0,0.0,0.0,50.0,0.0,Polo Club,4.0,Bogotá
Apartamento,Arriendo,3000000.0,,9.0,3.0,2.0,2.0,129.0,129.0,LAS ALMEIDAS,4.0,Cúcuta
Bodega,Arriendo,8100000.0,,1.0,0.0,2.0,0.0,380.0,0.0,La Cabaña - Engativá,3.0,Bogotá
Casa,Arriendo,7000000.0,,0.0,6.0,4.0,3.0,260.0,0.0,Pasadena,5.0,Bogotá
Local,Arriendo,1250000.0,,0.0,0.0,1.0,0.0,22.0,22.0,Gramalote,3.0,Villa del rosario
Local,Arriendo,1800000.0,,0.0,0.0,1.0,0.0,25.0,25.0,Gramalote,3.0,Villa del rosario
Local,Arriendo,1800000.0,,0.0,0.0,1.0,0.0,38.0,38.0,Gramalote,3.0,Villa del rosario
Apartaestudio,Venta,110000000.0,,0.0,1.0,1.0,0.0,642.0,642.0,La Cabrera,3.0,Cúcuta
Local,Arriendo,3000000.0,,0.0,0.0,1.0,0.0,80.0,80.0,Centro,3.0,Cúcuta
Finca,Venta,2800000000.0,,0.0,5.0,3.0,3.0,0.0,895.0,Tenjo,3.0,Tenjo
Apartamento,Venta,465000000.0,517000.0,2.0,2.0,2.0,2.0,672.0,0.0,Pasadena,5.0,Bogotá
Oficina,Arriendo,5950000.0,,2.0,9.0,3.0,0.0,240.0,0.0,La Castellana,5.0,Bogotá
Oficina,Venta,280000000.0,623000.0,3.0,2.0,1.0,1.0,34.0,0.0,Chico Norte,6.0,Bogotá
Local,Venta,570000000.0,1449000.0,2.0,0.0,0.0,0.0,249.0,0.0,La Colina Campestre,6.0,Bogotá
Apartamento,Venta,350000000.0,204000.0,7.0,3.0,2.0,1.0,65.0,0.0,San Antonio Norte-Usaquén,3.0,Bogotá
Casa,Venta,250000000.0,,0.0,3.0,2.0,1.0,84.0,9256.0,LA ESPAÑOLA,3.0,Madrid
Bodega,Arriendo,13000000.0,,0.0,0.0,2.0,0.0,423.0,423.0,VILLA GLADYS,3.0,Bogotá
Casa,Venta,550000000.0,,3.0,5.0,3.0,2.0,18928.0,812.0,Chapinero,3.0,Pamplona
Apartamento,Venta,900000000.0,1080000.0,4.0,3.0,3.0,2.0,140.0,0.0,Chico Norte III,6.0,Bogotá
Consultorio,Venta,270000000.0,825000.0,3.0,0.0,1.0,1.0,2458.0,0.0,Santa Barbara Occidental-Usaquén,5.0,Bogotá
,,,,,,,,,,,,
Apartaestudio,Arriendo,380000.0,,1.0,1.0,1.0,0.0,15.0,0.0,El Carmen,3.0,Pamplona
Apartamento,Venta,1790000000.0,1598000.0,2.0,3.0,5.0,2.0,230.0,0.0,El Nogal,6.0,Bogotá
Casa,Venta,150000000.0,220000.0,0.0,3.0,2.0,1.0,84.0,84.0,Villa del Rosario,3.0,Villa del rosario
Local,Arriendo,3495000.0,1262000.0,0.0,0.0,0.0,0.0,50.0,0.0,La Castellana,4.0,Bogotá
Oficina,Arriendo,4700000.0,1341000.0,2.0,0.0,2.0,1.0,15683.0,15683.0,Antiguo Country,5.0,Bogotá
Casa,Venta,550000000.0,,4.0,7.0,5.0,1.0,300.0,1313.0,El Carmen,3.0,Pamplona
Casa,Arriendo,800000.0,,0.0,2.0,1.0,1.0,75.0,75.0,VILLA DEL ROSARIO,3.0,Villa del rosario
Casa,Venta,145000000.0,,0.0,3.0,1.0,0.0,63.0,94.0,Alto de Pamplonita,2.0,Cúcuta
Casa,Venta,1400000000.0,,3.0,8.0,7.0,2.0,368.0,180.0,Los Alcázares,3.0,Bogotá
Casa,Venta,700000000.0,,0.0,3.0,4.0,1.0,175.0,1218.0,Castilla,3.0,Bogotá
Casa,Venta,665000000.0,,3.0,5.0,4.0,1.0,302.0,150.0,Estrada,3.0,Bogotá
Oficina,Venta,70000000.0,70000.0,0.0,0.0,1.0,0.0,159.0,159.0,Latino,3.0,Cúcuta
Casa,Venta,650000000.0,,1.0,10.0,5.0,0.0,22969.0,147.0,Alcalá Sur,3.0,Bogotá
Casa,Venta,200000000.0,,0.0,3.0,2.0,1.0,90.0,90.0,"LOS PATIOS , ISCALIGUA",2.0,Los patios
Apartamento,Arriendo,1400000.0,,0.0,2.0,2.0,1.0,49.0,49.0,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,260000000.0,220000.0,4.0,3.0,2.0,0.0,63.0,0.0,Zarzamora,3.0,Bogotá
Apartamento,Arriendo,2357000.0,643000.0,5.0,1.0,1.0,1.0,44.0,44.0,Chico Norte,5.0,Bogotá
Parqueadero,Arriendo,6000000.0,,0.0,0.0,1.0,0.0,800.0,800.0,Pisarreal,3.0,Los patios
Local,Arriendo,7000000.0,,0.0,0.0,1.0,0.0,380.0,380.0,Pisarreal,3.0,Los patios
Apartamento,Venta,380000000.0,550700.0,0.0,2.0,2.0,2.0,6574.0,6574.0,Los Patios - Urbanización Bella Vista,5.0,Los patios
